ParkName,SizeCategory,Month,AvgVisits,Season
Great Sand Dunes NP & PRES,Extra Large,1,,Winter
Great Sand Dunes NP & PRES,Extra Large,2,,Winter
Great Sand Dunes NP & PRES,Extra Large,3,,Spring
Great Sand Dunes NP & PRES,Extra Large,4,,Spring
Great Sand Dunes NP & PRES,Extra Large,5,,Spring
Great Sand Dunes NP & PRES,Extra Large,6,,Summer
Great Sand Dunes NP & PRES,Extra Large,7,,Summer
Great Sand Dunes NP & PRES,Extra Large,8,,Summer
Great Sand Dunes NP & PRES,Extra Large,9,,Fall
Great Sand Dunes NP & PRES,Extra Large,10,,Fall
Great Sand Dunes NP & PRES,Extra Large,11,,Fall
Great Sand Dunes NP & PRES,Extra Large,12,,Winter
Great Smoky Mountains NP,Small,1,,Winter
Great Smoky Mountains NP,Small,2,,Winter
Great Smoky Mountains NP,Small,3,,Spring
Great Smoky Mountains NP,Small,4,,Spring
Great Smoky Mountains NP,Small,5,,Spring
Great Smoky Mountains NP,Small,6,,Summer
Great Smoky Mountains NP,Small,7,,Summer
Great Smoky Mountains NP,Small,8,,Summer
Great Smoky Mountains NP,Small,9,,Fall
Great Smoky Mountains NP,Small,10,,Fall
Great Smoky Mountains NP,Small,11,,Fall
Great Smoky Mountains NP,Small,12,,Winter
Great Smoky Mountains NP,Medium,1,,Winter
Great Smoky Mountains NP,Medium,2,,Winter
Great Smoky Mountains NP,Medium,3,,Spring
Great Smoky Mountains NP,Medium,4,,Spring
Great Smoky Mountains NP,Medium,5,,Spring
Great Smoky Mountains NP,Medium,6,,Summer
Great Smoky Mountains NP,Medium,7,,Summer
Great Smoky Mountains NP,Medium,8,,Summer
Great Smoky Mountains NP,Medium,9,,Fall
Great Smoky Mountains NP,Medium,10,,Fall
Great Smoky Mountains NP,Medium,11,,Fall
Great Smoky Mountains NP,Medium,12,,Winter
Great Smoky Mountains NP,Large,1,,Winter
Great Smoky Mountains NP,Large,2,,Winter
Great Smoky Mountains NP,Large,3,,Spring
Great Smoky Mountains NP,Large,4,,Spring
Great Smoky Mountains NP,Large,5,,Spring
Great Smoky Mountains NP,Large,6,,Summer
Great Smoky Mountains NP,Large,7,,Summer
Great Smoky Mountains NP,Large,8,,Summer
Great Smoky Mountains NP,Large,9,,Fall
Great Smoky Mountains NP,Large,10,,Fall
Great Smoky Mountains NP,Large,11,,Fall
Great Smoky Mountains NP,Large,12,,Winter
Great Smoky Mountains NP,Extra Large,1,841778.8478260869,Winter
Great Smoky Mountains NP,Extra Large,2,887376.2173913043,Winter
Great Smoky Mountains NP,Extra Large,3,1210396.0,Spring
Great Smoky Mountains NP,Extra Large,4,1459743.347826087,Spring
Great Smoky Mountains NP,Extra Large,5,1612196.847826087,Spring
Great Smoky Mountains NP,Extra Large,6,2126693.2391304346,Summer
Great Smoky Mountains NP,Extra Large,7,2520307.347826087,Summer
Great Smoky Mountains NP,Extra Large,8,2123086.4782608696,Summer
Great Smoky Mountains NP,Extra Large,9,1853024.847826087,Fall
Great Smoky Mountains NP,Extra Large,10,2259447.195652174,Fall
Great Smoky Mountains NP,Extra Large,11,1467181.6739130435,Fall
Great Smoky Mountains NP,Extra Large,12,1108509.0,Winter
Guadalupe Mountains NP,Small,1,8834.54347826087,Winter
Guadalupe Mountains NP,Small,2,10745.130434782608,Winter
Guadalupe Mountains NP,Small,3,22900.260869565216,Spring
Guadalupe Mountains NP,Small,4,18073.956521739132,Spring
Guadalupe Mountains NP,Small,5,17487.869565217392,Spring
Guadalupe Mountains NP,Small,6,15464.434782608696,Summer
Guadalupe Mountains NP,Small,7,15940.565217391304,Summer
Guadalupe Mountains NP,Small,8,14333.04347826087,Summer
Guadalupe Mountains NP,Small,9,12466.130434782608,Fall
Guadalupe Mountains NP,Small,10,19161.67391304348,Fall
Guadalupe Mountains NP,Small,11,16232.239130434782,Fall
Guadalupe Mountains NP,Small,12,10823.95652173913,Winter
Guadalupe Mountains NP,Medium,1,,Winter
Guadalupe Mountains NP,Medium,2,,Winter
Guadalupe Mountains NP,Medium,3,,Spring
Guadalupe Mountains NP,Medium,4,,Spring
Guadalupe Mountains NP,Medium,5,,Spring
Guadalupe Mountains NP,Medium,6,,Summer
Guadalupe Mountains NP,Medium,7,,Summer
Guadalupe Mountains NP,Medium,8,,Summer
Guadalupe Mountains NP,Medium,9,,Fall
Guadalupe Mountains NP,Medium,10,,Fall
Guadalupe Mountains NP,Medium,11,,Fall
Guadalupe Mountains NP,Medium,12,,Winter
Guadalupe Mountains NP,Large,1,,Winter
Guadalupe Mountains NP,Large,2,,Winter
Guadalupe Mountains NP,Large,3,,Spring
Guadalupe Mountains NP,Large,4,,Spring
Guadalupe Mountains NP,Large,5,,Spring
Guadalupe Mountains NP,Large,6,,Summer
Guadalupe Mountains NP,Large,7,,Summer
Guadalupe Mountains NP,Large,8,,Summer
Guadalupe Mountains NP,Large,9,,Fall
Guadalupe Mountains NP,Large,10,,Fall
Guadalupe Mountains NP,Large,11,,Fall
Guadalupe Mountains NP,Large,12,,Winter
Guadalupe Mountains NP,Extra Large,1,,Winter
Guadalupe Mountains NP,Extra Large,2,,Winter
Guadalupe Mountains NP,Extra Large,3,,Spring
Guadalupe Mountains NP,Extra Large,4,,Spring
Guadalupe Mountains NP,Extra Large,5,,Spring
Guadalupe Mountains NP,Extra Large,6,,Summer
Guadalupe Mountains NP,Extra Large,7,,Summer
Guadalupe Mountains NP,Extra Large,8,,Summer
Guadalupe Mountains NP,Extra Large,9,,Fall
Guadalupe Mountains NP,Extra Large,10,,Fall
Guadalupe Mountains NP,Extra Large,11,,Fall
Guadalupe Mountains NP,Extra Large,12,,Winter
Haleakala NP,Small,1,,Winter
Haleakala NP,Small,2,,Winter
Haleakala NP,Small,3,,Spring
Haleakala NP,Small,4,,Spring
Haleakala NP,Small,5,,Spring
Haleakala NP,Small,6,,Summer
Haleakala NP,Small,7,,Summer
Haleakala NP,Small,8,,Summer
Haleakala NP,Small,9,,Fall
Haleakala NP,Small,10,,Fall
Haleakala NP,Small,11,,Fall
Haleakala NP,Small,12,,Winter
Haleakala NP,Medium,1,,Winter
Haleakala NP,Medium,2,,Winter
Haleakala NP,Medium,3,,Spring
Haleakala NP,Medium,4,,Spring
Haleakala NP,Medium,5,,Spring
Haleakala NP,Medium,6,,Summer
Haleakala NP,Medium,7,,Summer
Haleakala NP,Medium,8,,Summer
Haleakala NP,Medium,9,,Fall
Haleakala NP,Medium,10,,Fall
Haleakala NP,Medium,11,,Fall
Haleakala NP,Medium,12,,Winter
Haleakala NP,Large,1,91373.69565217392,Winter
Haleakala NP,Large,2,92442.97826086957,Winter
Haleakala NP,Large,3,96132.58695652174,Spring
Haleakala NP,Large,4,96820.86956521739,Spring
Haleakala NP,Large,5,103550.06521739131,Spring
Haleakala NP,Large,6,106654.41304347826,Summer
Haleakala NP,Large,7,119258.80434782608,Summer
Haleakala NP,Large,8,114367.95652173914,Summer
Haleakala NP,Large,9,100111.95652173914,Fall
Haleakala NP,Large,10,98457.93478260869,Fall
Haleakala NP,Large,11,93575.06521739131,Fall
Haleakala NP,Large,12,92895.58695652174,Winter
Haleakala NP,Extra Large,1,,Winter
Haleakala NP,Extra Large,2,,Winter
Haleakala NP,Extra Large,3,,Spring
Haleakala NP,Extra Large,4,,Spring
Haleakala NP,Extra Large,5,,Spring
Haleakala NP,Extra Large,6,,Summer
Haleakala NP,Extra Large,7,,Summer
Haleakala NP,Extra Large,8,,Summer
Haleakala NP,Extra Large,9,,Fall
Haleakala NP,Extra Large,10,,Fall
Haleakala NP,Extra Large,11,,Fall
Haleakala NP,Extra Large,12,,Winter
Hawaii Volcanoes NP,Small,1,,Winter
Hawaii Volcanoes NP,Small,2,,Winter
Hawaii Volcanoes NP,Small,3,,Spring
Hawaii Volcanoes NP,Small,4,,Spring
Hawaii Volcanoes NP,Small,5,,Spring
Hawaii Volcanoes NP,Small,6,,Summer
Hawaii Volcanoes NP,Small,7,,Summer
Hawaii Volcanoes NP,Small,8,,Summer
Hawaii Volcanoes NP,Small,9,,Fall
Hawaii Volcanoes NP,Small,10,,Fall
Hawaii Volcanoes NP,Small,11,,Fall
Hawaii Volcanoes NP,Small,12,,Winter
Hawaii Volcanoes NP,Medium,1,,Winter
Hawaii Volcanoes NP,Medium,2,,Winter
Hawaii Volcanoes NP,Medium,3,,Spring
Hawaii Volcanoes NP,Medium,4,,Spring
Hawaii Volcanoes NP,Medium,5,,Spring
Hawaii Volcanoes NP,Medium,6,,Summer
Hawaii Volcanoes NP,Medium,7,,Summer
Hawaii Volcanoes NP,Medium,8,,Summer
Hawaii Volcanoes NP,Medium,9,,Fall
Hawaii Volcanoes NP,Medium,10,,Fall
Hawaii Volcanoes NP,Medium,11,,Fall
Hawaii Volcanoes NP,Medium,12,,Winter
Hawaii Volcanoes NP,Large,1,,Winter
Hawaii Volcanoes NP,Large,2,,Winter
Hawaii Volcanoes NP,Large,3,,Spring
Hawaii Volcanoes NP,Large,4,,Spring
Hawaii Volcanoes NP,Large,5,,Spring
Hawaii Volcanoes NP,Large,6,,Summer
Hawaii Volcanoes NP,Large,7,,Summer
Hawaii Volcanoes NP,Large,8,,Summer
Hawaii Volcanoes NP,Large,9,,Fall
Hawaii Volcanoes NP,Large,10,,Fall
Hawaii Volcanoes NP,Large,11,,Fall
Hawaii Volcanoes NP,Large,12,,Winter
Hawaii Volcanoes NP,Extra Large,1,229980.5,Winter
Hawaii Volcanoes NP,Extra Large,2,229943.54347826086,Winter
Hawaii Volcanoes NP,Extra Large,3,227897.80434782608,Spring
Hawaii Volcanoes NP,Extra Large,4,217202.04347826086,Spring
Hawaii Volcanoes NP,Extra Large,5,218663.78260869565,Spring
Hawaii Volcanoes NP,Extra Large,6,236476.84782608695,Summer
Hawaii Volcanoes NP,Extra Large,7,258716.89130434784,Summer
Hawaii Volcanoes NP,Extra Large,8,270376.3043478261,Summer
Hawaii Volcanoes NP,Extra Large,9,221896.76086956522,Fall
Hawaii Volcanoes NP,Extra Large,10,223652.54347826086,Fall
Hawaii Volcanoes NP,Extra Large,11,219156.73913043478,Fall
Hawaii Volcanoes NP,Extra Large,12,229246.73913043478,Winter
Hot Springs NP,Small,1,,Winter
Hot Springs NP,Small,2,,Winter
Hot Springs NP,Small,3,,Spring
Hot Springs NP,Small,4,,Spring
Hot Springs NP,Small,5,,Spring
Hot Springs NP,Small,6,,Summer
Hot Springs NP,Small,7,,Summer
Hot Springs NP,Small,8,,Summer
Hot Springs NP,Small,9,,Fall
Hot Springs NP,Small,10,,Fall
Hot Springs NP,Small,11,,Fall
Hot Springs NP,Small,12,,Winter
Hot Springs NP,Medium,1,,Winter
Hot Springs NP,Medium,2,,Winter
Hot Springs NP,Medium,3,,Spring
Hot Springs NP,Medium,4,,Spring
Hot Springs NP,Medium,5,,Spring
Hot Springs NP,Medium,6,,Summer
Hot Springs NP,Medium,7,,Summer
Hot Springs NP,Medium,8,,Summer
Hot Springs NP,Medium,9,,Fall
Hot Springs NP,Medium,10,,Fall
Hot Springs NP,Medium,11,,Fall
Hot Springs NP,Medium,12,,Winter
Hot Springs NP,Large,1,,Winter
Hot Springs NP,Large,2,,Winter
Hot Springs NP,Large,3,,Spring
Hot Springs NP,Large,4,,Spring
Hot Springs NP,Large,5,,Spring
Hot Springs NP,Large,6,,Summer
Hot Springs NP,Large,7,,Summer
Hot Springs NP,Large,8,,Summer
Hot Springs NP,Large,9,,Fall
Hot Springs NP,Large,10,,Fall
Hot Springs NP,Large,11,,Fall
Hot Springs NP,Large,12,,Winter
Hot Springs NP,Extra Large,1,242839.71739130435,Winter
Hot Springs NP,Extra Large,2,263965.4130434783,Winter
Hot Springs NP,Extra Large,3,340668.5652173913,Spring
Hot Springs NP,Extra Large,4,344856.5652173913,Spring
Hot Springs NP,Extra Large,5,358749.39130434784,Spring
Hot Springs NP,Extra Large,6,405340.3695652174,Summer
Hot Springs NP,Extra Large,7,405596.5652173913,Summer
Hot Springs NP,Extra Large,8,376480.45652173914,Summer
Hot Springs NP,Extra Large,9,338236.2173913043,Fall
Hot Springs NP,Extra Large,10,342116.652173913,Fall
Hot Springs NP,Extra Large,11,287964.9347826087,Fall
Hot Springs NP,Extra Large,12,255823.1739130435,Winter
Indiana Dunes NP,Small,1,,Winter
Indiana Dunes NP,Small,2,,Winter
Indiana Dunes NP,Small,3,,Spring
Indiana Dunes NP,Small,4,,Spring
Indiana Dunes NP,Small,5,,Spring
Indiana Dunes NP,Small,6,,Summer
Indiana Dunes NP,Small,7,,Summer
Indiana Dunes NP,Small,8,,Summer
Indiana Dunes NP,Small,9,,Fall
Indiana Dunes NP,Small,10,,Fall
Indiana Dunes NP,Small,11,,Fall
Indiana Dunes NP,Small,12,,Winter
Indiana Dunes NP,Medium,1,,Winter
Indiana Dunes NP,Medium,2,,Winter
Indiana Dunes NP,Medium,3,,Spring
Indiana Dunes NP,Medium,4,,Spring
Indiana Dunes NP,Medium,5,,Spring
Indiana Dunes NP,Medium,6,,Summer
Indiana Dunes NP,Medium,7,,Summer
Indiana Dunes NP,Medium,8,,Summer
Indiana Dunes NP,Medium,9,,Fall
Indiana Dunes NP,Medium,10,,Fall
Indiana Dunes NP,Medium,11,,Fall
Indiana Dunes NP,Medium,12,,Winter
Indiana Dunes NP,Large,1,,Winter
Indiana Dunes NP,Large,2,,Winter
Indiana Dunes NP,Large,3,,Spring
Indiana Dunes NP,Large,4,,Spring
Indiana Dunes NP,Large,5,,Spring
Indiana Dunes NP,Large,6,,Summer
Indiana Dunes NP,Large,7,,Summer
Indiana Dunes NP,Large,8,,Summer
Indiana Dunes NP,Large,9,,Fall
Indiana Dunes NP,Large,10,,Fall
Indiana Dunes NP,Large,11,,Fall
Indiana Dunes NP,Large,12,,Winter
Indiana Dunes NP,Extra Large,1,67715.47826086957,Winter
Indiana Dunes NP,Extra Large,2,71792.56521739131,Winter
Indiana Dunes NP,Extra Large,3,104795.86956521739,Spring
Indiana Dunes NP,Extra Large,4,125271.10869565218,Spring
Indiana Dunes NP,Extra Large,5,194662.4347826087,Spring
Indiana Dunes NP,Extra Large,6,286475.9130434783,Summer
Indiana Dunes NP,Extra Large,7,360484.0,Summer
Indiana Dunes NP,Extra Large,8,302575.89130434784,Summer
Indiana Dunes NP,Extra Large,9,194861.47826086957,Fall
Indiana Dunes NP,Extra Large,10,153278.36956521738,Fall
Indiana Dunes NP,Extra Large,11,92174.73913043478,Fall
Indiana Dunes NP,Extra Large,12,65269.45652173913,Winter
Isle Royale NP,Small,1,30.956521739130434,Winter
Isle Royale NP,Small,2,41.30434782608695,Winter
Isle Royale NP,Small,3,82.54347826086956,Spring
Isle Royale NP,Small,4,111.52173913043478,Spring
Isle Royale NP,Small,5,821.0652173913044,Spring
Isle Royale NP,Small,6,3401.2391304347825,Summer
Isle Royale NP,Small,7,6579.934782608696,Summer
Isle Royale NP,Small,8,7224.978260869565,Summer
Isle Royale NP,Small,9,1914.6521739130435,Fall
Isle Royale NP,Small,10,205.06521739130434,Fall
Isle Royale NP,Small,11,32.21739130434783,Fall
Isle Royale NP,Small,12,118.5,Winter
Isle Royale NP,Medium,1,,Winter
Isle Royale NP,Medium,2,,Winter
Isle Royale NP,Medium,3,,Spring
Isle Royale NP,Medium,4,,Spring
Isle Royale NP,Medium,5,,Spring
Isle Royale NP,Medium,6,,Summer
Isle Royale NP,Medium,7,,Summer
Isle Royale NP,Medium,8,,Summer
Isle Royale NP,Medium,9,,Fall
Isle Royale NP,Medium,10,,Fall
Isle Royale NP,Medium,11,,Fall
Isle Royale NP,Medium,12,,Winter
Isle Royale NP,Large,1,,Winter
Isle Royale NP,Large,2,,Winter
Isle Royale NP,Large,3,,Spring
Isle Royale NP,Large,4,,Spring
Isle Royale NP,Large,5,,Spring
Isle Royale NP,Large,6,,Summer
Isle Royale NP,Large,7,,Summer
Isle Royale NP,Large,8,,Summer
Isle Royale NP,Large,9,,Fall
Isle Royale NP,Large,10,,Fall
Isle Royale NP,Large,11,,Fall
Isle Royale NP,Large,12,,Winter
Isle Royale NP,Extra Large,1,,Winter
Isle Royale NP,Extra Large,2,,Winter
Isle Royale NP,Extra Large,3,,Spring
Isle Royale NP,Extra Large,4,,Spring
Isle Royale NP,Extra Large,5,,Spring
Isle Royale NP,Extra Large,6,,Summer
Isle Royale NP,Extra Large,7,,Summer
Isle Royale NP,Extra Large,8,,Summer
Isle Royale NP,Extra Large,9,,Fall
Isle Royale NP,Extra Large,10,,Fall
Isle Royale NP,Extra Large,11,,Fall
Isle Royale NP,Extra Large,12,,Winter
Joshua Tree NP,Small,1,,Winter
Joshua Tree NP,Small,2,,Winter
Joshua Tree NP,Small,3,,Spring
Joshua Tree NP,Small,4,,Spring
Joshua Tree NP,Small,5,,Spring
Joshua Tree NP,Small,6,,Summer
Joshua Tree NP,Small,7,,Summer
Joshua Tree NP,Small,8,,Summer
Joshua Tree NP,Small,9,,Fall
Joshua Tree NP,Small,10,,Fall
Joshua Tree NP,Small,11,,Fall
Joshua Tree NP,Small,12,,Winter
Joshua Tree NP,Medium,1,,Winter
Joshua Tree NP,Medium,2,,Winter
Joshua Tree NP,Medium,3,,Spring
Joshua Tree NP,Medium,4,,Spring
Joshua Tree NP,Medium,5,,Spring
Joshua Tree NP,Medium,6,,Summer
Joshua Tree NP,Medium,7,,Summer
Joshua Tree NP,Medium,8,,Summer
Joshua Tree NP,Medium,9,,Fall
Joshua Tree NP,Medium,10,,Fall
Joshua Tree NP,Medium,11,,Fall
Joshua Tree NP,Medium,12,,Winter
Joshua Tree NP,Large,1,118040.36956521739,Winter
Joshua Tree NP,Large,2,136107.34782608695,Winter
Joshua Tree NP,Large,3,202346.89130434784,Spring
Joshua Tree NP,Large,4,195272.89130434784,Spring
Joshua Tree NP,Large,5,130751.10869565218,Spring
Joshua Tree NP,Large,6,79932.52173913043,Summer
Joshua Tree NP,Large,7,71208.19565217392,Summer
Joshua Tree NP,Large,8,73326.71739130435,Summer
Joshua Tree NP,Large,9,84859.80434782608,Fall
Joshua Tree NP,Large,10,115714.58695652174,Fall
Joshua Tree NP,Large,11,147657.0,Fall
Joshua Tree NP,Large,12,133227.9347826087,Winter
Joshua Tree NP,Extra Large,1,,Winter
Joshua Tree NP,Extra Large,2,,Winter
Joshua Tree NP,Extra Large,3,,Spring
Joshua Tree NP,Extra Large,4,,Spring
Joshua Tree NP,Extra Large,5,,Spring
Joshua Tree NP,Extra Large,6,,Summer
Joshua Tree NP,Extra Large,7,,Summer
Joshua Tree NP,Extra Large,8,,Summer
Joshua Tree NP,Extra Large,9,,Fall
Joshua Tree NP,Extra Large,10,,Fall
Joshua Tree NP,Extra Large,11,,Fall
Joshua Tree NP,Extra Large,12,,Winter
Katmai NP & PRES,Small,1,207.64444444444445,Winter
Katmai NP & PRES,Small,2,229.22222222222223,Winter
Katmai NP & PRES,Small,3,566.4666666666667,Spring
Katmai NP & PRES,Small,4,487.31111111111113,Spring
Katmai NP & PRES,Small,5,671.5555555555555,Spring
Katmai NP & PRES,Small,6,6217.222222222223,Summer
Katmai NP & PRES,Small,7,15351.91111111111,Summer
Katmai NP & PRES,Small,8,10308.777777777777,Summer
Katmai NP & PRES,Small,9,5983.155555555555,Fall
Katmai NP & PRES,Small,10,530.6888888888889,Fall
Katmai NP & PRES,Small,11,261.46666666666664,Fall
Katmai NP & PRES,Small,12,355.1777777777778,Winter
Katmai NP & PRES,Medium,1,,Winter
Katmai NP & PRES,Medium,2,,Winter
Katmai NP & PRES,Medium,3,,Spring
Katmai NP & PRES,Medium,4,,Spring
Katmai NP & PRES,Medium,5,,Spring
Katmai NP & PRES,Medium,6,,Summer
Katmai NP & PRES,Medium,7,,Summer
Katmai NP & PRES,Medium,8,,Summer
Katmai NP & PRES,Medium,9,,Fall
Katmai NP & PRES,Medium,10,,Fall
Katmai NP & PRES,Medium,11,,Fall
Katmai NP & PRES,Medium,12,,Winter
Katmai NP & PRES,Large,1,,Winter
Katmai NP & PRES,Large,2,,Winter
Katmai NP & PRES,Large,3,,Spring
Katmai NP & PRES,Large,4,,Spring
Katmai NP & PRES,Large,5,,Spring
Katmai NP & PRES,Large,6,,Summer
Katmai NP & PRES,Large,7,,Summer
Katmai NP & PRES,Large,8,,Summer
Katmai NP & PRES,Large,9,,Fall
Katmai NP & PRES,Large,10,,Fall
Katmai NP & PRES,Large,11,,Fall
Katmai NP & PRES,Large,12,,Winter
Katmai NP & PRES,Extra Large,1,,Winter
Katmai NP & PRES,Extra Large,2,,Winter
Katmai NP & PRES,Extra Large,3,,Spring
Katmai NP & PRES,Extra Large,4,,Spring
Katmai NP & PRES,Extra Large,5,,Spring
Katmai NP & PRES,Extra Large,6,,Summer
Katmai NP & PRES,Extra Large,7,,Summer
Katmai NP & PRES,Extra Large,8,,Summer
Katmai NP & PRES,Extra Large,9,,Fall
Katmai NP & PRES,Extra Large,10,,Fall
Katmai NP & PRES,Extra Large,11,,Fall
Katmai NP & PRES,Extra Large,12,,Winter
Kenai Fjords NP,Small,1,126.51162790697674,Winter
Kenai Fjords NP,Small,2,128.62790697674419,Winter
Kenai Fjords NP,Small,3,242.86046511627907,Spring
Kenai Fjords NP,Small,4,596.953488372093,Spring
Kenai Fjords NP,Small,5,15746.906976744185,Spring
Kenai Fjords NP,Small,6,52418.3023255814,Summer
Kenai Fjords NP,Small,7,69465.02325581395,Summer
Kenai Fjords NP,Small,8,57222.395348837206,Summer
Kenai Fjords NP,Small,9,27809.06976744186,Fall
Kenai Fjords NP,Small,10,3353.279069767442,Fall
Kenai Fjords NP,Small,11,311.93023255813955,Fall
Kenai Fjords NP,Small,12,200.11627906976744,Winter
Kenai Fjords NP,Medium,1,,Winter
Kenai Fjords NP,Medium,2,,Winter
Kenai Fjords NP,Medium,3,,Spring
Kenai Fjords NP,Medium,4,,Spring
Kenai Fjords NP,Medium,5,,Spring
Kenai Fjords NP,Medium,6,,Summer
Kenai Fjords NP,Medium,7,,Summer
Kenai Fjords NP,Medium,8,,Summer
Kenai Fjords NP,Medium,9,,Fall
Kenai Fjords NP,Medium,10,,Fall
Kenai Fjords NP,Medium,11,,Fall
Kenai Fjords NP,Medium,12,,Winter
Kenai Fjords NP,Large,1,,Winter
Kenai Fjords NP,Large,2,,Winter
Kenai Fjords NP,Large,3,,Spring
Kenai Fjords NP,Large,4,,Spring
Kenai Fjords NP,Large,5,,Spring
Kenai Fjords NP,Large,6,,Summer
Kenai Fjords NP,Large,7,,Summer
Kenai Fjords NP,Large,8,,Summer
Kenai Fjords NP,Large,9,,Fall
Kenai Fjords NP,Large,10,,Fall
Kenai Fjords NP,Large,11,,Fall
Kenai Fjords NP,Large,12,,Winter
Kenai Fjords NP,Extra Large,1,,Winter
Kenai Fjords NP,Extra Large,2,,Winter
Kenai Fjords NP,Extra Large,3,,Spring
Kenai Fjords NP,Extra Large,4,,Spring
Kenai Fjords NP,Extra Large,5,,Spring
Kenai Fjords NP,Extra Large,6,,Summer
Kenai Fjords NP,Extra Large,7,,Summer
Kenai Fjords NP,Extra Large,8,,Summer
Kenai Fjords NP,Extra Large,9,,Fall
Kenai Fjords NP,Extra Large,10,,Fall
Kenai Fjords NP,Extra Large,11,,Fall
Kenai Fjords NP,Extra Large,12,,Winter
Kings Canyon NP,Small,1,,Winter
Kings Canyon NP,Small,2,,Winter
Kings Canyon NP,Small,3,,Spring
Kings Canyon NP,Small,4,,Spring
Kings Canyon NP,Small,5,,Spring
Kings Canyon NP,Small,6,,Summer
Kings Canyon NP,Small,7,,Summer
Kings Canyon NP,Small,8,,Summer
Kings Canyon NP,Small,9,,Fall
Kings Canyon NP,Small,10,,Fall
Kings Canyon NP,Small,11,,Fall
Kings Canyon NP,Small,12,,Winter
Kings Canyon NP,Medium,1,22260.91304347826,Winter
Kings Canyon NP,Medium,2,19377.391304347828,Winter
Kings Canyon NP,Medium,3,22909.391304347828,Spring
Kings Canyon NP,Medium,4,35165.282608695656,Spring
Kings Canyon NP,Medium,5,71107.60869565218,Spring
Kings Canyon NP,Medium,6,94030.23913043478,Summer
Kings Canyon NP,Medium,7,126495.67391304347,Summer
Kings Canyon NP,Medium,8,120986.73913043478,Summer
Kings Canyon NP,Medium,9,83408.08695652174,Fall
Kings Canyon NP,Medium,10,57343.891304347824,Fall
Kings Canyon NP,Medium,11,27976.847826086956,Fall
Kings Canyon NP,Medium,12,20916.304347826088,Winter
Kings Canyon NP,Large,1,,Winter
Kings Canyon NP,Large,2,,Winter
Kings Canyon NP,Large,3,,Spring
Kings Canyon NP,Large,4,,Spring
Kings Canyon NP,Large,5,,Spring
Kings Canyon NP,Large,6,,Summer
Kings Canyon NP,Large,7,,Summer
Kings Canyon NP,Large,8,,Summer
Kings Canyon NP,Large,9,,Fall
Kings Canyon NP,Large,10,,Fall
Kings Canyon NP,Large,11,,Fall
Kings Canyon NP,Large,12,,Winter
Kings Canyon NP,Extra Large,1,,Winter
Kings Canyon NP,Extra Large,2,,Winter
Kings Canyon NP,Extra Large,3,,Spring
Kings Canyon NP,Extra Large,4,,Spring
Kings Canyon NP,Extra Large,5,,Spring
Kings Canyon NP,Extra Large,6,,Summer
Kings Canyon NP,Extra Large,7,,Summer
Kings Canyon NP,Extra Large,8,,Summer
Kings Canyon NP,Extra Large,9,,Fall
Kings Canyon NP,Extra Large,10,,Fall
Kings Canyon NP,Extra Large,11,,Fall
Kings Canyon NP,Extra Large,12,,Winter
Kobuk Valley NP,Small,1,682.9767441860465,Winter
Kobuk Valley NP,Small,2,539.5813953488372,Winter
Kobuk Valley NP,Small,3,671.0,Spring
Kobuk Valley NP,Small,4,777.5813953488372,Spring
Kobuk Valley NP,Small,5,829.0232558139535,Spring
Kobuk Valley NP,Small,6,1088.3255813953488,Summer
Kobuk Valley NP,Small,7,1351.0697674418604,Summer
Kobuk Valley NP,Small,8,1518.3255813953488,Summer
Kobuk Valley NP,Small,9,1645.9302325581396,Fall
Kobuk Valley NP,Small,10,1019.3953488372093,Fall
Kobuk Valley NP,Small,11,918.6976744186046,Fall
Kobuk Valley NP,Small,12,829.4186046511628,Winter
Kobuk Valley NP,Medium,1,,Winter
Kobuk Valley NP,Medium,2,,Winter
Kobuk Valley NP,Medium,3,,Spring
Kobuk Valley NP,Medium,4,,Spring
Kobuk Valley NP,Medium,5,,Spring
Kobuk Valley NP,Medium,6,,Summer
Kobuk Valley NP,Medium,7,,Summer
Kobuk Valley NP,Medium,8,,Summer
Kobuk Valley NP,Medium,9,,Fall
Kobuk Valley NP,Medium,10,,Fall
Kobuk Valley NP,Medium,11,,Fall
Kobuk Valley NP,Medium,12,,Winter
Kobuk Valley NP,Large,1,,Winter
Kobuk Valley NP,Large,2,,Winter
Kobuk Valley NP,Large,3,,Spring
Kobuk Valley NP,Large,4,,Spring
Kobuk Valley NP,Large,5,,Spring
Kobuk Valley NP,Large,6,,Summer
Kobuk Valley NP,Large,7,,Summer
Kobuk Valley NP,Large,8,,Summer
Kobuk Valley NP,Large,9,,Fall
Kobuk Valley NP,Large,10,,Fall
Kobuk Valley NP,Large,11,,Fall
Kobuk Valley NP,Large,12,,Winter
Kobuk Valley NP,Extra Large,1,,Winter
Kobuk Valley NP,Extra Large,2,,Winter
Kobuk Valley NP,Extra Large,3,,Spring
Kobuk Valley NP,Extra Large,4,,Spring
Kobuk Valley NP,Extra Large,5,,Spring
Kobuk Valley NP,Extra Large,6,,Summer
Kobuk Valley NP,Extra Large,7,,Summer
Kobuk Valley NP,Extra Large,8,,Summer
Kobuk Valley NP,Extra Large,9,,Fall
Kobuk Valley NP,Extra Large,10,,Fall
Kobuk Valley NP,Extra Large,11,,Fall
Kobuk Valley NP,Extra Large,12,,Winter
Lake Clark NP & PRES,Small,1,230.97674418604652,Winter
