ParkName,SizeCategory,Month,AvgVisits,Season
Acadia NP,Small,1,,Winter
Acadia NP,Small,2,,Winter
Acadia NP,Small,3,,Spring
Acadia NP,Small,4,,Spring
Acadia NP,Small,5,,Spring
Acadia NP,Small,6,,Summer
Acadia NP,Small,7,,Summer
Acadia NP,Small,8,,Summer
Acadia NP,Small,9,,Fall
Acadia NP,Small,10,,Fall
Acadia NP,Small,11,,Fall
Acadia NP,Small,12,,Winter
Acadia NP,Medium,1,,Winter
Acadia NP,Medium,2,,Winter
Acadia NP,Medium,3,,Spring
Acadia NP,Medium,4,,Spring
Acadia NP,Medium,5,,Spring
Acadia NP,Medium,6,,Summer
Acadia NP,Medium,7,,Summer
Acadia NP,Medium,8,,Summer
Acadia NP,Medium,9,,Fall
Acadia NP,Medium,10,,Fall
Acadia NP,Medium,11,,Fall
Acadia NP,Medium,12,,Winter
Acadia NP,Large,1,,Winter
Acadia NP,Large,2,,Winter
Acadia NP,Large,3,,Spring
Acadia NP,Large,4,,Spring
Acadia NP,Large,5,,Spring
Acadia NP,Large,6,,Summer
Acadia NP,Large,7,,Summer
Acadia NP,Large,8,,Summer
Acadia NP,Large,9,,Fall
Acadia NP,Large,10,,Fall
Acadia NP,Large,11,,Fall
Acadia NP,Large,12,,Winter
Acadia NP,Extra Large,1,28537.239130434784,Winter
Acadia NP,Extra Large,2,27923.195652173912,Winter
Acadia NP,Extra Large,3,40562.282608695656,Spring
Acadia NP,Extra Large,4,120998.71739130435,Spring
Acadia NP,Extra Large,5,234190.60869565216,Spring
Acadia NP,Extra Large,6,400995.23913043475,Summer
Acadia NP,Extra Large,7,639153.3913043478,Summer
Acadia NP,Extra Large,8,697388.2826086957,Summer
Acadia NP,Extra Large,9,475268.347826087,Fall
Acadia NP,Extra Large,10,356582.02173913043,Fall
Acadia NP,Extra Large,11,104551.47826086957,Fall
Acadia NP,Extra Large,12,29163.0,Winter
Arches NP,Small,1,,Winter
Arches NP,Small,2,,Winter
Arches NP,Small,3,,Spring
Arches NP,Small,4,,Spring
Arches NP,Small,5,,Spring
Arches NP,Small,6,,Summer
Arches NP,Small,7,,Summer
Arches NP,Small,8,,Summer
Arches NP,Small,9,,Fall
Arches NP,Small,10,,Fall
Arches NP,Small,11,,Fall
Arches NP,Small,12,,Winter
Arches NP,Medium,1,,Winter
Arches NP,Medium,2,,Winter
Arches NP,Medium,3,,Spring
Arches NP,Medium,4,,Spring
Arches NP,Medium,5,,Spring
Arches NP,Medium,6,,Summer
Arches NP,Medium,7,,Summer
Arches NP,Medium,8,,Summer
Arches NP,Medium,9,,Fall
Arches NP,Medium,10,,Fall
Arches NP,Medium,11,,Fall
Arches NP,Medium,12,,Winter
Arches NP,Large,1,13231.760869565218,Winter
Arches NP,Large,2,18239.565217391304,Winter
Arches NP,Large,3,65155.32608695652,Spring
Arches NP,Large,4,84176.13043478261,Spring
Arches NP,Large,5,115646.36956521739,Spring
Arches NP,Large,6,120861.65217391304,Summer
Arches NP,Large,7,119825.15217391304,Summer
Arches NP,Large,8,116507.32608695653,Summer
Arches NP,Large,9,114099.54347826086,Fall
Arches NP,Large,10,75968.13043478261,Fall
Arches NP,Large,11,33013.108695652176,Fall
Arches NP,Large,12,17820.978260869564,Winter
Arches NP,Extra Large,1,,Winter
Arches NP,Extra Large,2,,Winter
Arches NP,Extra Large,3,,Spring
Arches NP,Extra Large,4,,Spring
Arches NP,Extra Large,5,,Spring
Arches NP,Extra Large,6,,Summer
Arches NP,Extra Large,7,,Summer
Arches NP,Extra Large,8,,Summer
Arches NP,Extra Large,9,,Fall
Arches NP,Extra Large,10,,Fall
Arches NP,Extra Large,11,,Fall
Arches NP,Extra Large,12,,Winter
Badlands NP,Small,1,,Winter
Badlands NP,Small,2,,Winter
Badlands NP,Small,3,,Spring
Badlands NP,Small,4,,Spring
Badlands NP,Small,5,,Spring
Badlands NP,Small,6,,Summer
Badlands NP,Small,7,,Summer
Badlands NP,Small,8,,Summer
Badlands NP,Small,9,,Fall
Badlands NP,Small,10,,Fall
Badlands NP,Small,11,,Fall
Badlands NP,Small,12,,Winter
Badlands NP,Medium,1,,Winter
Badlands NP,Medium,2,,Winter
Badlands NP,Medium,3,,Spring
Badlands NP,Medium,4,,Spring
Badlands NP,Medium,5,,Spring
Badlands NP,Medium,6,,Summer
Badlands NP,Medium,7,,Summer
Badlands NP,Medium,8,,Summer
Badlands NP,Medium,9,,Fall
Badlands NP,Medium,10,,Fall
Badlands NP,Medium,11,,Fall
Badlands NP,Medium,12,,Winter
Badlands NP,Large,1,12583.369565217392,Winter
Badlands NP,Large,2,12396.608695652174,Winter
Badlands NP,Large,3,18945.695652173912,Spring
Badlands NP,Large,4,29324.739130434784,Spring
Badlands NP,Large,5,76739.19565217392,Spring
Badlands NP,Large,6,196659.6739130435,Summer
Badlands NP,Large,7,257157.13043478262,Summer
Badlands NP,Large,8,245667.30434782608,Summer
Badlands NP,Large,9,121570.76086956522,Fall
Badlands NP,Large,10,48385.717391304344,Fall
Badlands NP,Large,11,19402.847826086956,Fall
Badlands NP,Large,12,12582.608695652174,Winter
Badlands NP,Extra Large,1,,Winter
Badlands NP,Extra Large,2,,Winter
Badlands NP,Extra Large,3,,Spring
Badlands NP,Extra Large,4,,Spring
Badlands NP,Extra Large,5,,Spring
Badlands NP,Extra Large,6,,Summer
Badlands NP,Extra Large,7,,Summer
Badlands NP,Extra Large,8,,Summer
Badlands NP,Extra Large,9,,Fall
Badlands NP,Extra Large,10,,Fall
Badlands NP,Extra Large,11,,Fall
Badlands NP,Extra Large,12,,Winter
Big Bend NP,Small,1,,Winter
Big Bend NP,Small,2,,Winter
Big Bend NP,Small,3,,Spring
Big Bend NP,Small,4,,Spring
Big Bend NP,Small,5,,Spring
Big Bend NP,Small,6,,Summer
Big Bend NP,Small,7,,Summer
Big Bend NP,Small,8,,Summer
Big Bend NP,Small,9,,Fall
Big Bend NP,Small,10,,Fall
Big Bend NP,Small,11,,Fall
Big Bend NP,Small,12,,Winter
Big Bend NP,Medium,1,26275.760869565216,Winter
Big Bend NP,Medium,2,30289.869565217392,Winter
Big Bend NP,Medium,3,52446.65217391304,Spring
Big Bend NP,Medium,4,41698.239130434784,Spring
Big Bend NP,Medium,5,28132.739130434784,Spring
Big Bend NP,Medium,6,21491.32608695652,Summer
Big Bend NP,Medium,7,16368.0,Summer
Big Bend NP,Medium,8,16259.978260869566,Summer
Big Bend NP,Medium,9,18015.934782608696,Fall
Big Bend NP,Medium,10,26206.021739130436,Fall
Big Bend NP,Medium,11,32890.67391304348,Fall
Big Bend NP,Medium,12,26555.065217391304,Winter
Big Bend NP,Large,1,,Winter
Big Bend NP,Large,2,,Winter
Big Bend NP,Large,3,,Spring
Big Bend NP,Large,4,,Spring
Big Bend NP,Large,5,,Spring
Big Bend NP,Large,6,,Summer
Big Bend NP,Large,7,,Summer
Big Bend NP,Large,8,,Summer
Big Bend NP,Large,9,,Fall
Big Bend NP,Large,10,,Fall
Big Bend NP,Large,11,,Fall
Big Bend NP,Large,12,,Winter
Big Bend NP,Extra Large,1,,Winter
Big Bend NP,Extra Large,2,,Winter
Big Bend NP,Extra Large,3,,Spring
Big Bend NP,Extra Large,4,,Spring
Big Bend NP,Extra Large,5,,Spring
Big Bend NP,Extra Large,6,,Summer
Big Bend NP,Extra Large,7,,Summer
Big Bend NP,Extra Large,8,,Summer
Big Bend NP,Extra Large,9,,Fall
Big Bend NP,Extra Large,10,,Fall
Big Bend NP,Extra Large,11,,Fall
Big Bend NP,Extra Large,12,,Winter
Biscayne NP,Small,1,,Winter
Biscayne NP,Small,2,,Winter
Biscayne NP,Small,3,,Spring
Biscayne NP,Small,4,,Spring
Biscayne NP,Small,5,,Spring
Biscayne NP,Small,6,,Summer
Biscayne NP,Small,7,,Summer
Biscayne NP,Small,8,,Summer
Biscayne NP,Small,9,,Fall
Biscayne NP,Small,10,,Fall
Biscayne NP,Small,11,,Fall
Biscayne NP,Small,12,,Winter
Biscayne NP,Medium,1,34108.760869565216,Winter
Biscayne NP,Medium,2,34650.934782608696,Winter
Biscayne NP,Medium,3,39321.0,Spring
Biscayne NP,Medium,4,41684.17391304348,Spring
Biscayne NP,Medium,5,47469.891304347824,Spring
Biscayne NP,Medium,6,43788.717391304344,Summer
Biscayne NP,Medium,7,54232.913043478264,Summer
Biscayne NP,Medium,8,43158.82608695652,Summer
Biscayne NP,Medium,9,31778.608695652172,Fall
Biscayne NP,Medium,10,36821.36956521739,Fall
Biscayne NP,Medium,11,27520.130434782608,Fall
Biscayne NP,Medium,12,29113.67391304348,Winter
Biscayne NP,Large,1,,Winter
Biscayne NP,Large,2,,Winter
Biscayne NP,Large,3,,Spring
Biscayne NP,Large,4,,Spring
Biscayne NP,Large,5,,Spring
Biscayne NP,Large,6,,Summer
Biscayne NP,Large,7,,Summer
Biscayne NP,Large,8,,Summer
Biscayne NP,Large,9,,Fall
Biscayne NP,Large,10,,Fall
Biscayne NP,Large,11,,Fall
Biscayne NP,Large,12,,Winter
Biscayne NP,Extra Large,1,,Winter
Biscayne NP,Extra Large,2,,Winter
Biscayne NP,Extra Large,3,,Spring
Biscayne NP,Extra Large,4,,Spring
Biscayne NP,Extra Large,5,,Spring
Biscayne NP,Extra Large,6,,Summer
Biscayne NP,Extra Large,7,,Summer
Biscayne NP,Extra Large,8,,Summer
Biscayne NP,Extra Large,9,,Fall
Biscayne NP,Extra Large,10,,Fall
Biscayne NP,Extra Large,11,,Fall
Biscayne NP,Extra Large,12,,Winter
Black Canyon of the Gunnison NP,Small,1,3969.586956521739,Winter
Black Canyon of the Gunnison NP,Small,2,3742.717391304348,Winter
Black Canyon of the Gunnison NP,Small,3,6138.826086956522,Spring
Black Canyon of the Gunnison NP,Small,4,8594.021739130434,Spring
Black Canyon of the Gunnison NP,Small,5,24390.282608695652,Spring
Black Canyon of the Gunnison NP,Small,6,38418.15217391304,Summer
Black Canyon of the Gunnison NP,Small,7,49859.17391304348,Summer
Black Canyon of the Gunnison NP,Small,8,46579.934782608696,Summer
Black Canyon of the Gunnison NP,Small,9,34329.30434782609,Fall
Black Canyon of the Gunnison NP,Small,10,18622.652173913044,Fall
Black Canyon of the Gunnison NP,Small,11,7185.891304347826,Fall
Black Canyon of the Gunnison NP,Small,12,4015.0,Winter
Black Canyon of the Gunnison NP,Medium,1,,Winter
Black Canyon of the Gunnison NP,Medium,2,,Winter
Black Canyon of the Gunnison NP,Medium,3,,Spring
Black Canyon of the Gunnison NP,Medium,4,,Spring
Black Canyon of the Gunnison NP,Medium,5,,Spring
Black Canyon of the Gunnison NP,Medium,6,,Summer
Black Canyon of the Gunnison NP,Medium,7,,Summer
Black Canyon of the Gunnison NP,Medium,8,,Summer
Black Canyon of the Gunnison NP,Medium,9,,Fall
Black Canyon of the Gunnison NP,Medium,10,,Fall
Black Canyon of the Gunnison NP,Medium,11,,Fall
Black Canyon of the Gunnison NP,Medium,12,,Winter
Black Canyon of the Gunnison NP,Large,1,,Winter
Black Canyon of the Gunnison NP,Large,2,,Winter
Black Canyon of the Gunnison NP,Large,3,,Spring
Black Canyon of the Gunnison NP,Large,4,,Spring
Black Canyon of the Gunnison NP,Large,5,,Spring
Black Canyon of the Gunnison NP,Large,6,,Summer
Black Canyon of the Gunnison NP,Large,7,,Summer
Black Canyon of the Gunnison NP,Large,8,,Summer
Black Canyon of the Gunnison NP,Large,9,,Fall
Black Canyon of the Gunnison NP,Large,10,,Fall
Black Canyon of the Gunnison NP,Large,11,,Fall
Black Canyon of the Gunnison NP,Large,12,,Winter
Black Canyon of the Gunnison NP,Extra Large,1,,Winter
Black Canyon of the Gunnison NP,Extra Large,2,,Winter
Black Canyon of the Gunnison NP,Extra Large,3,,Spring
Black Canyon of the Gunnison NP,Extra Large,4,,Spring
Black Canyon of the Gunnison NP,Extra Large,5,,Spring
Black Canyon of the Gunnison NP,Extra Large,6,,Summer
Black Canyon of the Gunnison NP,Extra Large,7,,Summer
Black Canyon of the Gunnison NP,Extra Large,8,,Summer
Black Canyon of the Gunnison NP,Extra Large,9,,Fall
Black Canyon of the Gunnison NP,Extra Large,10,,Fall
Black Canyon of the Gunnison NP,Extra Large,11,,Fall
Black Canyon of the Gunnison NP,Extra Large,12,,Winter
Bryce Canyon NP,Small,1,,Winter
Bryce Canyon NP,Small,2,,Winter
Bryce Canyon NP,Small,3,,Spring
Bryce Canyon NP,Small,4,,Spring
Bryce Canyon NP,Small,5,,Spring
Bryce Canyon NP,Small,6,,Summer
Bryce Canyon NP,Small,7,,Summer
Bryce Canyon NP,Small,8,,Summer
Bryce Canyon NP,Small,9,,Fall
Bryce Canyon NP,Small,10,,Fall
Bryce Canyon NP,Small,11,,Fall
Bryce Canyon NP,Small,12,,Winter
Bryce Canyon NP,Medium,1,,Winter
Bryce Canyon NP,Medium,2,,Winter
Bryce Canyon NP,Medium,3,,Spring
Bryce Canyon NP,Medium,4,,Spring
Bryce Canyon NP,Medium,5,,Spring
Bryce Canyon NP,Medium,6,,Summer
Bryce Canyon NP,Medium,7,,Summer
Bryce Canyon NP,Medium,8,,Summer
Bryce Canyon NP,Medium,9,,Fall
Bryce Canyon NP,Medium,10,,Fall
Bryce Canyon NP,Medium,11,,Fall
Bryce Canyon NP,Medium,12,,Winter
Bryce Canyon NP,Large,1,31202.0,Winter
Bryce Canyon NP,Large,2,33297.586956521736,Winter
Bryce Canyon NP,Large,3,65224.065217391304,Spring
Bryce Canyon NP,Large,4,112588.71739130435,Spring
Bryce Canyon NP,Large,5,186910.08695652173,Spring
Bryce Canyon NP,Large,6,235710.30434782608,Summer
Bryce Canyon NP,Large,7,255423.5652173913,Summer
Bryce Canyon NP,Large,8,247897.6739130435,Summer
Bryce Canyon NP,Large,9,228260.34782608695,Fall
Bryce Canyon NP,Large,10,144699.21739130435,Fall
Bryce Canyon NP,Large,11,51533.30434782609,Fall
Bryce Canyon NP,Large,12,37029.69565217391,Winter
Bryce Canyon NP,Extra Large,1,,Winter
Bryce Canyon NP,Extra Large,2,,Winter
Bryce Canyon NP,Extra Large,3,,Spring
Bryce Canyon NP,Extra Large,4,,Spring
Bryce Canyon NP,Extra Large,5,,Spring
Bryce Canyon NP,Extra Large,6,,Summer
Bryce Canyon NP,Extra Large,7,,Summer
Bryce Canyon NP,Extra Large,8,,Summer
Bryce Canyon NP,Extra Large,9,,Fall
Bryce Canyon NP,Extra Large,10,,Fall
Bryce Canyon NP,Extra Large,11,,Fall
Bryce Canyon NP,Extra Large,12,,Winter
Canyonlands NP,Small,1,,Winter
Canyonlands NP,Small,2,,Winter
Canyonlands NP,Small,3,,Spring
Canyonlands NP,Small,4,,Spring
Canyonlands NP,Small,5,,Spring
Canyonlands NP,Small,6,,Summer
Canyonlands NP,Small,7,,Summer
Canyonlands NP,Small,8,,Summer
Canyonlands NP,Small,9,,Fall
Canyonlands NP,Small,10,,Fall
Canyonlands NP,Small,11,,Fall
Canyonlands NP,Small,12,,Winter
Canyonlands NP,Medium,1,4670.521739130435,Winter
Canyonlands NP,Medium,2,6986.695652173913,Winter
Canyonlands NP,Medium,3,31558.804347826088,Spring
Canyonlands NP,Medium,4,49276.739130434784,Spring
Canyonlands NP,Medium,5,62578.434782608696,Spring
Canyonlands NP,Medium,6,50178.282608695656,Summer
Canyonlands NP,Medium,7,44020.13043478261,Summer
Canyonlands NP,Medium,8,45034.84782608696,Summer
Canyonlands NP,Medium,9,55267.608695652176,Fall
Canyonlands NP,Medium,10,47143.80434782609,Fall
Canyonlands NP,Medium,11,17132.630434782608,Fall
Canyonlands NP,Medium,12,6843.760869565217,Winter
Canyonlands NP,Large,1,,Winter
Canyonlands NP,Large,2,,Winter
Canyonlands NP,Large,3,,Spring
Canyonlands NP,Large,4,,Spring
Canyonlands NP,Large,5,,Spring
Canyonlands NP,Large,6,,Summer
Canyonlands NP,Large,7,,Summer
Canyonlands NP,Large,8,,Summer
Canyonlands NP,Large,9,,Fall
Canyonlands NP,Large,10,,Fall
Canyonlands NP,Large,11,,Fall
Canyonlands NP,Large,12,,Winter
Canyonlands NP,Extra Large,1,,Winter
Canyonlands NP,Extra Large,2,,Winter
Canyonlands NP,Extra Large,3,,Spring
Canyonlands NP,Extra Large,4,,Spring
Canyonlands NP,Extra Large,5,,Spring
Canyonlands NP,Extra Large,6,,Summer
Canyonlands NP,Extra Large,7,,Summer
Canyonlands NP,Extra Large,8,,Summer
Canyonlands NP,Extra Large,9,,Fall
Canyonlands NP,Extra Large,10,,Fall
Canyonlands NP,Extra Large,11,,Fall
Canyonlands NP,Extra Large,12,,Winter
Capitol Reef NP,Small,1,,Winter
Capitol Reef NP,Small,2,,Winter
Capitol Reef NP,Small,3,,Spring
Capitol Reef NP,Small,4,,Spring
Capitol Reef NP,Small,5,,Spring
Capitol Reef NP,Small,6,,Summer
Capitol Reef NP,Small,7,,Summer
Capitol Reef NP,Small,8,,Summer
Capitol Reef NP,Small,9,,Fall
Capitol Reef NP,Small,10,,Fall
Capitol Reef NP,Small,11,,Fall
Capitol Reef NP,Small,12,,Winter
Capitol Reef NP,Medium,1,11564.760869565218,Winter
Capitol Reef NP,Medium,2,13807.695652173914,Winter
Capitol Reef NP,Medium,3,40562.86956521739,Spring
Capitol Reef NP,Medium,4,70122.08695652174,Spring
Capitol Reef NP,Medium,5,106401.10869565218,Spring
Capitol Reef NP,Medium,6,96235.15217391304,Summer
Capitol Reef NP,Medium,7,90263.97826086957,Summer
Capitol Reef NP,Medium,8,85538.13043478261,Summer
Capitol Reef NP,Medium,9,101401.06521739131,Fall
Capitol Reef NP,Medium,10,77733.45652173914,Fall
Capitol Reef NP,Medium,11,27856.847826086956,Fall
Capitol Reef NP,Medium,12,14829.021739130434,Winter
Capitol Reef NP,Large,1,,Winter
Capitol Reef NP,Large,2,,Winter
Capitol Reef NP,Large,3,,Spring
Capitol Reef NP,Large,4,,Spring
Capitol Reef NP,Large,5,,Spring
Capitol Reef NP,Large,6,,Summer
Capitol Reef NP,Large,7,,Summer
Capitol Reef NP,Large,8,,Summer
Capitol Reef NP,Large,9,,Fall
Capitol Reef NP,Large,10,,Fall
Capitol Reef NP,Large,11,,Fall
Capitol Reef NP,Large,12,,Winter
Capitol Reef NP,Extra Large,1,,Winter
Capitol Reef NP,Extra Large,2,,Winter
Capitol Reef NP,Extra Large,3,,Spring
Capitol Reef NP,Extra Large,4,,Spring
Capitol Reef NP,Extra Large,5,,Spring
Capitol Reef NP,Extra Large,6,,Summer
Capitol Reef NP,Extra Large,7,,Summer
Capitol Reef NP,Extra Large,8,,Summer
Capitol Reef NP,Extra Large,9,,Fall
Capitol Reef NP,Extra Large,10,,Fall
Capitol Reef NP,Extra Large,11,,Fall
Capitol Reef NP,Extra Large,12,,Winter
Carlsbad Caverns NP,Small,1,,Winter
Carlsbad Caverns NP,Small,2,,Winter
Carlsbad Caverns NP,Small,3,,Spring
Carlsbad Caverns NP,Small,4,,Spring
Carlsbad Caverns NP,Small,5,,Spring
Carlsbad Caverns NP,Small,6,,Summer
Carlsbad Caverns NP,Small,7,,Summer
Carlsbad Caverns NP,Small,8,,Summer
Carlsbad Caverns NP,Small,9,,Fall
Carlsbad Caverns NP,Small,10,,Fall
Carlsbad Caverns NP,Small,11,,Fall
Carlsbad Caverns NP,Small,12,,Winter
Carlsbad Caverns NP,Medium,1,18846.08695652174,Winter
Carlsbad Caverns NP,Medium,2,20627.891304347828,Winter
Carlsbad Caverns NP,Medium,3,51455.45652173913,Spring
Carlsbad Caverns NP,Medium,4,40798.217391304344,Spring
Carlsbad Caverns NP,Medium,5,50395.02173913043,Spring
Carlsbad Caverns NP,Medium,6,74058.21739130435,Summer
Carlsbad Caverns NP,Medium,7,96039.08695652174,Summer
Carlsbad Caverns NP,Medium,8,67588.19565217392,Summer
Carlsbad Caverns NP,Medium,9,36012.217391304344,Fall
Carlsbad Caverns NP,Medium,10,33218.97826086957,Fall
Carlsbad Caverns NP,Medium,11,25043.304347826088,Fall
Carlsbad Caverns NP,Medium,12,24641.804347826088,Winter
Carlsbad Caverns NP,Large,1,,Winter
Carlsbad Caverns NP,Large,2,,Winter
Carlsbad Caverns NP,Large,3,,Spring
Carlsbad Caverns NP,Large,4,,Spring
Carlsbad Caverns NP,Large,5,,Spring
Carlsbad Caverns NP,Large,6,,Summer
Carlsbad Caverns NP,Large,7,,Summer
Carlsbad Caverns NP,Large,8,,Summer
Carlsbad Caverns NP,Large,9,,Fall
Carlsbad Caverns NP,Large,10,,Fall
Carlsbad Caverns NP,Large,11,,Fall
Carlsbad Caverns NP,Large,12,,Winter
Carlsbad Caverns NP,Extra Large,1,,Winter
Carlsbad Caverns NP,Extra Large,2,,Winter
Carlsbad Caverns NP,Extra Large,3,,Spring
Carlsbad Caverns NP,Extra Large,4,,Spring
Carlsbad Caverns NP,Extra Large,5,,Spring
Carlsbad Caverns NP,Extra Large,6,,Summer
Carlsbad Caverns NP,Extra Large,7,,Summer
Carlsbad Caverns NP,Extra Large,8,,Summer
Carlsbad Caverns NP,Extra Large,9,,Fall
Carlsbad Caverns NP,Extra Large,10,,Fall
Carlsbad Caverns NP,Extra Large,11,,Fall
Carlsbad Caverns NP,Extra Large,12,,Winter
Channel Islands NP,Small,1,,Winter
Channel Islands NP,Small,2,,Winter
Channel Islands NP,Small,3,,Spring
Channel Islands NP,Small,4,,Spring
Channel Islands NP,Small,5,,Spring
Channel Islands NP,Small,6,,Summer
Channel Islands NP,Small,7,,Summer
Channel Islands NP,Small,8,,Summer
Channel Islands NP,Small,9,,Fall
Channel Islands NP,Small,10,,Fall
Channel Islands NP,Small,11,,Fall
Channel Islands NP,Small,12,,Winter
Channel Islands NP,Medium,1,19024.217391304348,Winter
Channel Islands NP,Medium,2,19608.456521739132,Winter
Channel Islands NP,Medium,3,25798.217391304348,Spring
Channel Islands NP,Medium,4,27539.217391304348,Spring
Channel Islands NP,Medium,5,31830.739130434784,Spring
Channel Islands NP,Medium,6,33476.065217391304,Summer
Channel Islands NP,Medium,7,42551.19565217391,Summer
Channel Islands NP,Medium,8,42684.565217391304,Summer
Channel Islands NP,Medium,9,32384.717391304348,Fall
Channel Islands NP,Medium,10,25684.41304347826,Fall
Channel Islands NP,Medium,11,21283.08695652174,Fall
Channel Islands NP,Medium,12,15572.622222222222,Winter
Channel Islands NP,Large,1,,Winter
Channel Islands NP,Large,2,,Winter
Channel Islands NP,Large,3,,Spring
Channel Islands NP,Large,4,,Spring
Channel Islands NP,Large,5,,Spring
Channel Islands NP,Large,6,,Summer
Channel Islands NP,Large,7,,Summer
Channel Islands NP,Large,8,,Summer
Channel Islands NP,Large,9,,Fall
Channel Islands NP,Large,10,,Fall
Channel Islands NP,Large,11,,Fall
Channel Islands NP,Large,12,,Winter
Channel Islands NP,Extra Large,1,,Winter
Channel Islands NP,Extra Large,2,,Winter
Channel Islands NP,Extra Large,3,,Spring
Channel Islands NP,Extra Large,4,,Spring
Channel Islands NP,Extra Large,5,,Spring
Channel Islands NP,Extra Large,6,,Summer
Channel Islands NP,Extra Large,7,,Summer
Channel Islands NP,Extra Large,8,,Summer
Channel Islands NP,Extra Large,9,,Fall
Channel Islands NP,Extra Large,10,,Fall
Channel Islands NP,Extra Large,11,,Fall
Channel Islands NP,Extra Large,12,,Winter
Congaree NP,Small,1,5836.225,Winter
Congaree NP,Small,2,7392.2,Winter
Congaree NP,Small,3,12096.55,Spring
Congaree NP,Small,4,10854.15,Spring
Congaree NP,Small,5,11572.65,Spring
Congaree NP,Small,6,8188.65,Summer
Congaree NP,Small,7,7527.95,Summer
Congaree NP,Small,8,6832.475,Summer
Congaree NP,Small,9,7644.35,Fall
Congaree NP,Small,10,9445.6,Fall
Congaree NP,Small,11,9096.5,Fall
Congaree NP,Small,12,6661.1,Winter
Congaree NP,Medium,1,,Winter
Congaree NP,Medium,2,,Winter
Congaree NP,Medium,3,,Spring
Congaree NP,Medium,4,,Spring
Congaree NP,Medium,5,,Spring
Congaree NP,Medium,6,,Summer
Congaree NP,Medium,7,,Summer
Congaree NP,Medium,8,,Summer
Congaree NP,Medium,9,,Fall
Congaree NP,Medium,10,,Fall
Congaree NP,Medium,11,,Fall
Congaree NP,Medium,12,,Winter
Congaree NP,Large,1,,Winter
Congaree NP,Large,2,,Winter
Congaree NP,Large,3,,Spring
Congaree NP,Large,4,,Spring
Congaree NP,Large,5,,Spring
Congaree NP,Large,6,,Summer
Congaree NP,Large,7,,Summer
Congaree NP,Large,8,,Summer
Congaree NP,Large,9,,Fall
Congaree NP,Large,10,,Fall
Congaree NP,Large,11,,Fall
Congaree NP,Large,12,,Winter
Congaree NP,Extra Large,1,,Winter
Congaree NP,Extra Large,2,,Winter
Congaree NP,Extra Large,3,,Spring
Congaree NP,Extra Large,4,,Spring
Congaree NP,Extra Large,5,,Spring
Congaree NP,Extra Large,6,,Summer
Congaree NP,Extra Large,7,,Summer
Congaree NP,Extra Large,8,,Summer
Congaree NP,Extra Large,9,,Fall
Congaree NP,Extra Large,10,,Fall
Congaree NP,Extra Large,11,,Fall
Congaree NP,Extra Large,12,,Winter
Crater Lake NP,Small,1,,Winter
Crater Lake NP,Small,2,,Winter
Crater Lake NP,Small,3,,Spring
Crater Lake NP,Small,4,,Spring
Crater Lake NP,Small,5,,Spring
Crater Lake NP,Small,6,,Summer
Crater Lake NP,Small,7,,Summer
Crater Lake NP,Small,8,,Summer
Crater Lake NP,Small,9,,Fall
Crater Lake NP,Small,10,,Fall
Crater Lake NP,Small,11,,Fall
Crater Lake NP,Small,12,,Winter
Crater Lake NP,Medium,1,8031.934782608696,Winter
Crater Lake NP,Medium,2,7977.173913043478,Winter
Crater Lake NP,Medium,3,11244.58695652174,Spring
Crater Lake NP,Medium,4,16777.304347826088,Spring
Crater Lake NP,Medium,5,33292.739130434784,Spring
Crater Lake NP,Medium,6,68934.10869565218,Summer
Crater Lake NP,Medium,7,126510.43478260869,Summer
Crater Lake NP,Medium,8,121403.60869565218,Summer
Crater Lake NP,Medium,9,79158.52173913043,Fall
Crater Lake NP,Medium,10,37870.84782608696,Fall
Crater Lake NP,Medium,11,13151.826086956522,Fall
Crater Lake NP,Medium,12,9652.54347826087,Winter
Crater Lake NP,Large,1,,Winter
Crater Lake NP,Large,2,,Winter
Crater Lake NP,Large,3,,Spring
Crater Lake NP,Large,4,,Spring
Crater Lake NP,Large,5,,Spring
Crater Lake NP,Large,6,,Summer
Crater Lake NP,Large,7,,Summer
Crater Lake NP,Large,8,,Summer
Crater Lake NP,Large,9,,Fall
Crater Lake NP,Large,10,,Fall
Crater Lake NP,Large,11,,Fall
Crater Lake NP,Large,12,,Winter
Crater Lake NP,Extra Large,1,,Winter
Crater Lake NP,Extra Large,2,,Winter
Crater Lake NP,Extra Large,3,,Spring
Crater Lake NP,Extra Large,4,,Spring
Crater Lake NP,Extra Large,5,,Spring
Crater Lake NP,Extra Large,6,,Summer
Crater Lake NP,Extra Large,7,,Summer
Crater Lake NP,Extra Large,8,,Summer
Crater Lake NP,Extra Large,9,,Fall
Crater Lake NP,Extra Large,10,,Fall
Crater Lake NP,Extra Large,11,,Fall
Crater Lake NP,Extra Large,12,,Winter
Cuyahoga Valley NP,Small,1,,Winter
Cuyahoga Valley NP,Small,2,,Winter
Cuyahoga Valley NP,Small,3,,Spring
Cuyahoga Valley NP,Small,4,,Spring
Cuyahoga Valley NP,Small,5,,Spring
Cuyahoga Valley NP,Small,6,,Summer
Cuyahoga Valley NP,Small,7,,Summer
Cuyahoga Valley NP,Small,8,,Summer
Cuyahoga Valley NP,Small,9,,Fall
Cuyahoga Valley NP,Small,10,,Fall
Cuyahoga Valley NP,Small,11,,Fall
Cuyahoga Valley NP,Small,12,,Winter
Cuyahoga Valley NP,Medium,1,,Winter
